"","shannon","HHCode"
"172",1.27644145721775,512.16
"173",0.961005162292214,512.17
"174",1.011763019044,521.01
"175",1.8138468176204,521.02
"176",1.28716087613631,521.05
"177",1.36812727500716,522.03
"178",1.39369098934899,522.04
"179",1.28283854697823,522.06
"180",0.512049932077677,531.01
"181",1.24693320486402,531.08
"182",0.832942810367645,531.09
"183",1.519336838306,532.01
"184",0.991460150005745,532.03
"185",0.838478703898236,532.05
"186",1.02161144050106,532.14
"187",1.32721068963939,532.17
"188",1.07416208262275,541.01
"189",1.12297006915547,541.04
"190",0.735930455478353,541.05
"191",0.995540054249442,541.07
"192",1.19350705204268,541.1
"193",1.15808295314775,541.16
"194",0.757519970958446,542.01
"195",0.934931943316045,542.06
"196",1.32373964337095,542.09
"197",0.987082248870913,542.1
"198",0,111.06
"199",0,111.07
"200",0,122.02
"201",0,132.05
"202",0,211.01
"203",0,211.04
"204",0,212.04
"205",0,212.06
"206",0,222.09
"207",0,241.09
"208",0,241.22
"209",0,251.02
"210",0,252.03
"211",0,252.09
"212",0,312.05
"213",0,321.11
"214",0,331.02
"215",0,332.07
"216",0,332.09
"217",0,342.23
"218",0,412.01
"219",0,421.23
"220",0,431.04
"221",0,432.11
"222",0,442.02
"223",0,442.05
"224",0,511.01
"225",0,512.04
"226",0,512.07
"227",0,512.14
"228",0,521.03
"229",0,531.03
"230",0,532.11
